,Commit Message,HOW,Quality attributes changes,Code smells,Other,WHY,WHERE,WHAT,After fixing a bug,Before releasing the code,During code review ,After introducing major functional changes,WHEN,WHO,Severity/Importance of the fixed problem,Benefits from the introduced changes ,,,,Nbr components,
828,json import: split ignore empty fields behavior,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,3,
829,moving NumberOperations to its own file,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
830,JBPM-3397 - Add the ability to get the errorCode when a process ends with an Error,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,,,,4,
831,"xrootd: Add support for kXR_locate, kXR_query and kXR_set",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
832,The workbench command service is reponsible for storing all the command state on shutdown.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
833,"support	for adding query parameters in bulk with a string",1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,,,,4,
834,Thiru & Kumaran | #977 | Completed the framework for SMS for MCTS report indicators.,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,,,,4,
835,"TURMERIC-1350: move logging into the core, remove logging plugin.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,2,
836,Replace DeBruijnAssembler with ReadThreadingAssembler,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
837,ROO-1745: Post 1.1.0.M1 code refactor and clean up - reduce code duplication when creating fields and methods,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,,,,4,
838,add integration test profile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
839,close() statement in JDBCWordCounter after query execution,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
840,[summernote] Update to 0.7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
841,Fixed - JBIDE-11135 Non saved credentials are remembered even after Eclipse restart,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,2,
842,"#1511 - [ItBIt] ticker, depth, trades and placelimitorder should handle Currency BTC (not just XBT)",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,,,,3,
843,Rename CQLCounterWrapper to CounterWrapper. Migrate to Java Driver Core 1.0.0-rc1. Enable validation of counter type. Add atomic batches,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
844,Check the statement instead of the specific node.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
845,"Deprecated: Sub (for now), Deepcaverns and Chaoscity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
846,Fix for JERSEY-1779: @Inject annotated constructors do not work for CDI beans  - cdi/ejb integration classes moved into internal packages,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,,,,5,
847,SONAR-4939 Add Anyone group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
848,IPMatcher: Remove NetworkReality,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
849,CheckIn:Expose API for data engine user to create an ISubCubeQueryDefinition instance.,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,,,,5,
850,Reorganised the getting of icon names and images into common superclasses.  Altered getIconPicture to get hold of a class image for class objects.,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,,,,4,
851,DATADOC-48 added cross-store support for Mongo->JPA relationships,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,
852,OptDijkstraMap is used now for Custom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
853,DRYing up unit tests.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
854,1. refine crosstab page break support 1. change mirrored property to mirroredStartingLevel to adapt Dte change,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,,,,3,
855,Fixed wrong English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
856,#16 Easy formatting of natural time output with arbitrary precision. Minor improvements.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
857,Spring properties editor:   - a few regressions tests.   - save/restore proposal popup size after user resized it,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,2,
858,Handle offer URI in Service,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
859,"Moved no-package ver classes to be stand-alone, re-enabled and improved internal BKCommonLib logic",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
860,ChromeDriver and PhantomJS builders now also look for linux executables in the classpath - closes #81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,2,
861,API refactoring for java1ruby simple parser New plugin tests (payment/notification): - Allow calls from java1ruby - Allow ruby to receive ExtBusEvent - Allow ruby tomake (java) killbill APIs calls both from API call abd event context,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,2,
862,BPMSPL-133: Tasklist should be refreshed automatically. Save refresh configuration in user preferences,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,2,
863,DVisValid() -> isDVValid(),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
864,use @Rule for assumption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
865,Simple test for study file creation,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,2,
866,SONAR-9515 add CE WS to refresh enabled worker count,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,,,,3,
867,Added Parameter.configuredBy() aggregate API,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
868,"HIVE-11505:Insert overwrite in same encrypted zone silently fails to remove some existing files (Chaoyu Tang, reviewed by Aihua Xu)",1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,,,,6,
869,record event count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
870,Continuing package renaming; deleting stale code from src,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
871,Add support for resolving constructor references,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
872,"ISPN-761  Cache.keySet(),entrySet(),values(),size() ignore contents of cache loader",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
873,DateUtils moved to onyx-core. Participant info added to ActionDefinition panel.,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
874,Added drag and drop support to private chat.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
875,[COLLECTIONS-351] Moved IdentityMap to tests.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
876,PLAT-6381 rename CycleVersionCorrectionInstant to ..Strategy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
877,"Committed new TaskSet implementation, interface changes, etc.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
878,Adding additional functionality to TLS module,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
879,"First Implementation for GeoPlatformJAXBContext to load all classes to build JAXBContext for marshall and unmarshall Java Beans POJO Implemented CSWJAXBContext. TODO : Create all structure for mapping AbstractServer facade like GeoPlatformCSWServer, GeoPlatformWPSServer.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
880,Fix bad name,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,
881,* Switched from UUID to MageObjectReference to handle affected objects of continuous effects. Solvng problems with objects that changed (multiple times) zones while the effect lasts.,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,,,,4,
882,STS-3711: dashboard crash when spaces in STS install path,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,,,,4,
883,METRICS-3054(related): Use singleton pattern for exported cassandra plugin analyzers and generators,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,3,
884,Java code Refactoring,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
885,some modifications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
886,YARN-1598. HA-related rmadmin commands don't work on a secure cluster (kasha),0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,3,
887,SONARPHP-644 Improve SelfKeywordUsageCheck (#119),0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,,,,3,
888,"Added a RealTransformer interface on top of cosine, sine and Hadamard transforms. The Fourier transform cannot implement this interface since it produces complex results. Improved error messages.",1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,,,,5,
889,svn merge -c 1317117 from trunk. FIXES: HADOOP-8117. Allow RPC to limit ephemeral port range. (bobby),0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,3,
890,Improved ExtraJs feature by plugging it in the Dandelion asset stack,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
891,"Move view components, use version parameter for gettext plugin",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
892,"Weld SE, Servlet - set bean deployment archives accessibility clearly",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
893,More cleaning and updates.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
894,working cogroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
895,ISPN-3981 Enhance grouping API to support group manipulation methods,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,,,,4,
896,"Fix some double->Money problems in tests, and some assertEquals which had the arguments backwards.",0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,,,,4,
897,XWIKI-5555: At init only valid extension should be loaded,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
898,Making it possible to configure how some of AT properties are mapped to JWT claims,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,,,,5,
899,Simple JSON parser updates,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,,,,3,
900,Some work on Multiple Choices,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
901,#JC-1168 Problems with contacts were removed.,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,,,,4,
902,Rename ZipkinGraphiteSink to ZipkinMetricsSink and make it highly configurable.,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,,,,6,
903,NXP-4936 + NXP-4959 + NXP-4166: - add service api and descriptors for widget type configuration definition and rendering - add a business delegate for the WebLayoutManager service - improve variable lookup to fix re-render layouts in an ajax request - add helper JSF function to check for 'edit like' modes,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,,,,6,
904,"Some DSLDs for groovy AST transforms.  The beginning of some tests, but not all there yet. Fixes for STS-1854",0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,,,,4,
905,Fix of the conflicts with packages.,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,,,,4,
906,more package refactoring -- distinction between graphcentric and vertexcentric graph algorithms. PeerPressureVertexProgram rewritten with latest API update.,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,,,,6,
907,Values are fetched from the Renderer.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
908,CAMEL-1664: Fixed simple language to only use concat expressions if complex string expression,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,,,,6,
909,"Fixed bug 1461189 - InsufficientStringBufferDeclaration now resets when it reaches setLength the same way it does at a Constructor Fixed bug 1497815 - InsufficientStringBufferDeclaration rule now takes the length of the constructor into account, and adds the length of the initial string to its initial length",1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,,,,6,
910,SONAR-8743 Handle only leak period when computing quality gate measure,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
911,KER-139: Google guice integration improved,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,,,,4,
912,Open dialogs refactoring,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,,,,3,
913,"centralized custom properties definitions, refactored dateserializer",0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,,,,3,
914,"Refs #100190.  In the middle of debugging with junits.  in testing versioningInterestManager, the last element added at MAX_FILL does not seem to be added to the InterestData, but it's not doing a splitLeft.  I think there's an off-by-one error in some comparison so one thing thinks it gets added and another doesnt add it.",1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,,,,6,
915,Disc Machine can now label discs still has a lot of bugs though. now calling labaler disc machin changed all references of labaler to machine removed old labels and old labeling system updated machine texture.,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,,,,6,
916,[jvstm-ojb] Moved consistency predicate generation out of the CP module.,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,
917,Fixed the strange positional glitches after server restart,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,,,,6,
918,Add tests and fix bug which test find out,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,,,,2,
919,"OGM-454 Moving AssociationStorageConverter back to impl""""",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,3,
920,"rename two test methods, so the name better reflects what they are testing",1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,,,,6,
921,BOOKKEEPER-198: replaying entries of deleted ledgers would exhaust ledger cache. (sijie),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
922,Web server refactor and tests cleanup.,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,,,,6,
923,support getConstructors(),0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,3,
924,Move gdms table editor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
925,creating dog alike interface,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
926,In progress: [FEST-413] Implement Ansgar's Self Types. http://jira.codehaus.org/browse/FEST-413,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,2,
927,Save error response body in FullJsonResponseHandler,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
928,"Moved ApplicationReport to tests (as it  no longer used by the main code, but does provide a useful helper for unit tests)",0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,,,,5,
929,move filtering and dispatch logic into coordinator,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
930,MSC-17: Canonical name support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
931,CAMEL-1890: sync delayed redelivery is default on error handlers. You have to use asyncDelayedRedelivery() to allow Camel to schedule delayed redeliveries and use the async routing engine to continue routing the message.,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,,,,6,
932,CustomItemFlint Signed-off-by: Chris Sanders <zidane@outlook.com>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,
933,Handle exceptions parsing records during XML data import (work in progress),0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,,,,4,
934,JavaDoc and clean-up,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,,,2,
935,"Revision of the code, resolved a bug in bridge node discovery using mac address table. Added support to force ip route table to get links on ethernet interfaces.",0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,,,,5,
936,Polish contribution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
937,"HIVE-4139 : Remove lock on compilation stage (Sergey Shelukhin, reviewed by Thejas M Nair)",0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,,,,4,
938,"[MOD] REST: POST has now been limited to perform operations (see Wiki) [MOD] REST: unique path to resource now returns resource itself.       In exchange, empty queries cannot be empty anymore. [MOD] HTTP Server: client/server mode is now default mode [ADD] Core: IOFile.contentType() returns (guessed) content type of file [ADD] Commands: LIST now also shows content type",1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,,,,7,
939,HBASE-7194 Check for snapshot file cleaners on start (Matteo Bertozzi),0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,,,,4,
940,SECOAUTH-178: fail authorization flow if wrong grant type in client,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,,,,4,
941,renamed EdgeIdIterator and nodeId,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,1,
942,[models] Bug 411053 - Modify ModelCoordinatesView,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,,,,3,
943,Completed new Arduino makefile generator and build.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,1,
944,CSPACE-3781: Added client tests to ensure that keyword searches respect the value of the parameter on 'soft' deleted workflow state.,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,,,,5,
945,[REMJMX-10] Allow for the Executor to be passed in client and server side and switch to a cached thread pool.,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,,,,3,
946,Update issue #160 Code in the SimpleCommandBus could be simplified,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,,,,3,
947,"Improved coverage, actually runs trigger task now.",0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,,,,4,
948,[SUREFIRE] moved UrlUtils to internal package,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
949,Only respawn a creeper if the TARDIS has been initialised,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,,,,4,
950,"added proper hamcrest support, more small refactors",0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,,,,4,
951,Changes in preparation for Macademia.,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,2,
952,RF-11951: Replaced immediate-prop.xml usage with the corresponding interface,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,,,,3,
953,A copy paste mistake caused this test to fail earlier.,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,,,,4,
954,"a potential workaround for handling the workbook being corrupted when attempting to save from memory for a second time (or subsequent times), by reloading the workbook from the saved file after save",1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,,,,6,
955,"Added gazetteer record to GeoName and method to retrieve the set of gazetteer records for a GeoName and its ancestors for storage in the search index.  Updated parseFromGeoNamesRecord() so it reads the target GeoName and any of its ancestors that are found in the input record (\n separated).  Added AncestryIndexBuilder, a WIP for identifying GeoName ancestry and waiting until ancestry is resolved before adding records to the index.",1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,,,,7,
956,"[PALT-1779, PLAT-1809] Improvements to the log-collection implementation; changes to the API",0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,,,,6,
957,ordered the Helpers and updated the integration test,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,,,,6,
958,Fix PUB-591: DeepLearning checkpoint restart for non-enum responses. Now creating a DataInfo every time.,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,,,,6,
959,add getIconForTab method,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,,,,5,
960,HIVE-8696 : HCatClientHMSImpl doesn't use a Retrying-HiveMetastoreClient (Thiruvel Thirumoolan via Sushanth Sowmyan),0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,,,,7,
961,Add menu to AccountGroupScreen,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,,,,5,
962,CAMEL-10807: Create camel-reactor component,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,,,,4,
963,renamed Chunk to Batch,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,,,,4,
964,"Fixes in Javadoc, JettyConnector and SmppConnector New Monitoring Console",0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,,,,4,
965,HIVE-1785 change Pre/Post Query Hooks to take in 1 parameter:  HookContext (Liyin Tang via jvs),1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,,,,6,
966,Refactoring in classpath container management Fix : JDTClass should NOT be added as external,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,,,,5,
967,- Add getBulk methods to the PartitionServer and SmartClient - Update to Thrift 0.7.0 in the process,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,,,,7,
968,MODE-1331 changed CndSequencer's package to match the rest of thes sequencers,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,,,,6,
969,Candidate group now only excludes PHD and DFA candidacies in the Admitted state,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,,,,4,
970,moved to maven project,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,,,,5,
971,Fix mimetype logging in 'Final verdict' message,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,,,,5,
972,SONAR?9771 fail when changing mandatory JVM options through properties,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,,,,4,
973,Large Magma Refactoring: * Removed Collection in favor of ValueTable * Created BeanValueSet that use a BeanValueTable to resolve beans instead of passing bean resolvers around to VariableValueSource factories * Made BeanVariableValueSourceFactory implement VariableValueSourceFactory again * Modified Filtering strategy to remove the necessity to filter sets. FilterChain now filters one item at a time. * Added FsDatasource for persisting to a file system,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,,,,7,
974,ISIS-910: now set up a MaxLengthFacet via ValueSemanticsProvider.,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,,,,4,
975,fixed validation of child beans (classes of child beans are checked first and then their parent beans' ones),0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,,,,6,
976,HBASE-1145 Ensure that there is only 1 Master with Zookeeper,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,,,,4,
977,Added JSP for delivery candidate summary report,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,,,,4,
978,Bug 114471 - [ui] Installed Software list should provide more organization/nesting,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,,,,5,
979,Added cosimilarity implementations,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,,,,4,
980,Issue #340 - Simplify UploadProgressBar to duplicate the logic from ProgressBar as less as possible,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,,,,6,
981,"CS-14177 Support for local data disk. Currently enable/disable config is at zone level, in subsequent checkins it can be made more granular.     Following changes are made:     - Create disk offering API now takes an extra parameter to denote storage type (local or shared). This is similar to storage type in service offering.     - Create/delete of data volume on local storage     - Attach/detach for local data volumes. Re-attach is allowed as long as vm host and data volume storage pool host is same.     - Migration of VM instance is not supported if it uses local root or data volumes.     - Migrate is not supported for local volumes.     - Zone level config to enable/disable local storage usage for service and disk offerings.     - Local storage gets discovered when a host is added/reconnected if zone level config is enabled. When disabled existing local storages are not removed but any new local storage is not added.     - Deploy VM command validates service and disk offerings based on local storage config.     - Upgrade uses the global config 'use.local.storage' to set the zone level config for local storage. (cherry picked from commit 61710aed37606168011a0ed155a876c8e7954010)",1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,,,,8,
982,TEIID-1971: Adding facility to stack the metadata repositories for given model.,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,,,,6,
983,OOZIE-1118 improve logic of purge service (rkanter),0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,,,,7,
984,"modified ReflectionObjectSynchronizer to be reused between objects, but for now it should not be used for objects of different classes",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,,,3,
985,Rename web socket package into ws,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,
986,Move GitResourceNode to ui plugin,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,,,3,
987,"Added auto-id to OntologyTerm, OntologyTermSynonym, OntologyTermDynamicAnnotation repositoris",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,3,
988,First round of performance tweaks. Loading for simple at 11 min now on my laptop with default settings.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,2,
989,[WFLY-1864] WildFly Controller client module,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
990,CAPEDWARF-31 Search API,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
991,removed unneeded cruft in Util,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,,,3,
992,changed to use typed collections,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,2,
993,add Optional where appropriate in rws-configuration,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,3,
994,"new rename, mkdirs, getFileStatus",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
995,"#37613 This error is caused by null parameter value, which stops following data feeding to other parameters in chart engine. Fixed by resetting null data set.",1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,,,,4,
996,SWITCHYARD-830: Security Policy support: Stage 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,
997,fixed default index behaviour,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,,,,2,
998,Shuffle stuff around,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,
999,svn merge -c 1574159 from trunk for HDFS-5535.,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,,,4,
1000,Another refactor of systests/transports to make the https tests more manageable,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,5,
1001,Added textgenerator example.,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,2,
1002,HIVE-5163 : Query Plan  cloning time could be improved by using Kryo (Brock Noland via Ashutosh Chauhan),0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,,,,5,
1003,"untroduced 1D neurons, utility class for array operations, needs IT fixes and in-depth testing",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,2,
1004,main components extracted from core module,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,,,,3,
1005,AddCommentController: cleanup,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,2,
1006,"* Restructuring to use DI, configuration interfaces, less setters/getters, removed unecessary lifecycle classes,   added proper life cycle support for services and lots and lots of other cleanups. * Main driver: Rickard Ã–berg",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,,,3,
1007,Â· Move everything to raw values,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,2,
1008,final validations for RCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
1009,Display the approval table on the Publish Comments screen.,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,2,
1010,Password validation for the LDPA store.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,1,
1011,[Unit Tests] Add DiagramModelUtils and Nested Relations tests,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,,,3,
1012,Move Serializer interface to the api package,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,3,
1013,refactored PathMetadata.PathType class and instances,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,3,
1014,[SHRINKWRAP-169] Fix ArchiveFileSystem.isDirectory to return false if the path in question does not exist,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,,,2,
1015,QuestionnaireModel integration. Added a QuestionnaireStringResourceModel constructor with a localizable model.,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,,,2,
1016,Fixes issue 370. Update issue 398. Query optimization. pom updates to 1.9.1-SNAPSHOT,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,1,
1017,Bug 517195: [JUnit 5] 'Test Method Selection' dialog in JUnit launch configuration should list all test methods,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,,,,2,
1018,Fix graph cloning bug found by Linda Buisman.,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,,,1,
1019,more work on new remote ows concept,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,1,
1020,Moved printing part of ConfigurationInspector to Bootstrap,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,
1021,"MODE-1714 - Moved PageKey to the spi"" package""",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,3,
1022,TURMERIC-1350: Update RegistryRefreshHandler to use Jobs API and correctly use the display.asyncExec method to refresh the display.  The refresh job can be run in the background now and the tree view will get refreshed correctly when it completes.  This no longer blocks the UI thread.,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,,,,5,
1023,"#1055 Remove multiple please register"" messages Part 1: - Use only one message entry for ""Please register""",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,,,2,
